sku,product_name,avg_price,n_months,total_units,mean_monthly_demand,std_monthly_demand,insufficient_history,avg_lead_time_days,std_lead_time_days
567,adidas Men's Germany Black Crest Away Tee,25.0,28,859.0,30.678571428571427,10.360371691561147,False,3.692041522491349,1.6869512435959422
572,TYR Boys' Team Digi Jammer,39.99000167999999,28,880.0,31.428571428571427,11.509830167130637,False,3.46,1.5630773180943858
607,Garmin Approach S3 Golf GPS Watch,249.99000550000002,6,77.0,12.833333333333334,7.985403350280227,False,3.74025974025974,1.5424058224478356
625,Nike Men's Kobe IX Elite Low Basketball Shoe,199.99000550000002,6,63.0,10.5,7.259476565152615,False,3.3968253968253967,1.591709190286144
627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168000013,34,31735.0,933.3823529411765,172.34690434330446,False,3.4945841574832817,1.6297193538435766
642,Columbia Men's PFG Anchor Tough T-Shirt,30.0,28,928.0,33.142857142857146,11.689546725408247,False,3.4802631578947367,1.6288261165569866
646,Merrell Women's Grassbow Sport Hiking Shoe,99.98999786,6,207.0,34.5,17.558473737771173,False,3.7857142857142856,1.4929093970864078
647,Merrell Women's Siren Mid Waterproof Hiking B,134.99000550000002,6,70.0,11.666666666666666,8.334666560017064,False,3.3142857142857145,1.5746438027662195
652,Merrell Women's Grassbow Sport Waterproof Hik,129.99000550000002,6,58.0,9.666666666666666,5.819507424745385,False,3.155172413793104,1.598263576817052
666,Merrell Men's All Out Flash Trail Running Sho,109.98999790000003,6,85.0,14.166666666666666,7.782458908768273,False,3.4705882352941178,1.6445308731419692
671,Cleveland Golf Collegiate My Custom Wedge 588,209.99000549999997,6,65.0,10.833333333333334,6.112828041640519,False,3.569230769230769,1.610213793736242
677,TaylorMade White Smoke IN-12 Putter,99.98999786,6,193.0,32.166666666666664,18.723425612495877,False,3.73015873015873,1.686821301570092
691,MDGolf Pittsburgh Penguins Putter,79.98999785999999,5,145.0,29.0,18.12456896039186,True,3.358490566037736,1.6536014265214896
703,Top Flite Women's 2014 XL Hybrid,19.989999770000004,28,887.0,31.678571428571427,9.48313735953952,False,3.584158415841584,1.623098949536622
705,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.9899979,6,70.0,11.666666666666666,5.680375574437544,False,3.557142857142857,1.7248038265743824
715,TaylorMade Women's RBZ SL Rescue,129.99000550000002,6,68.0,11.333333333333334,7.99166232186187,False,3.264705882352941,1.3888430389466453
724,LIJA Women's Mid-Length Panel Golf Shorts,100.0,6,227.0,37.833333333333336,21.06577002311253,False,3.684931506849315,1.5172774624376744
725,LIJA Women's Button Golf Dress,108.0,6,76.0,12.666666666666666,6.801960501698512,False,3.3026315789473686,1.6084753596049086
728,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,28,946.0,33.785714285714285,11.043205193800437,False,3.517799352750809,1.6128059999194584
730,LIJA Women's Argyle Golf Polo,80.0,6,195.0,32.5,19.31579664419772,False,3.1818181818181817,1.6539843819287825
743,Ogio Race Golf Shoes,169.9900055,5,61.0,12.2,5.403702434442518,True,3.344262295081968,1.558687972854513
768,Titleist Club Glove Travel Cover,299.9899901999999,1,34.0,34.0,,True,3.794117647058824,1.533058178830518
771,Clicgear Rovic Cooler Bag,39.99000167999999,28,867.0,30.964285714285715,11.143781334621675,False,3.4401408450704225,1.6686491800554233
773,Titleist Small Wheeled Travel Cover,249.99000550000002,6,54.0,9.0,4.8166378315169185,False,3.7777777777777777,1.6672954788628431
775,Clicgear 8.0 Shoe Brush,9.989999770999999,28,888.0,31.714285714285715,10.117301436637556,False,3.575438596491228,1.641911534320054
777,Bag Boy M330 Push Cart,79.98999786,6,208.0,34.666666666666664,23.235031023578742,False,3.391304347826087,1.6289421983060035
778,Bag Boy Beverage Holder,24.989999770000008,28,845.0,30.178571428571427,9.337513236357603,False,3.6021505376344085,1.553412013514677
786,TaylorMade 2014 Purelite Stand Bag,179.99000549999997,6,65.0,10.833333333333334,5.776388721914987,False,3.5846153846153848,1.7037853783222272
792,Hirzl Men's Hybrid Golf Glove,14.98999977,28,864.0,30.857142857142858,9.625253380846795,False,3.3297872340425534,1.5943960884779826
793,Hirzl Women's Hybrid Golf Glove,14.98999977,28,888.0,31.714285714285715,12.589993507064907,False,3.7138263665594855,1.61198189638417
797,Hirzl Women's Soffft Flex Golf Glove,17.98999977,28,889.0,31.75,12.234211291535141,False,3.6073825503355694,1.674792070504612
804,Glove It Women's Imperial Golf Glove,19.989999770000004,28,941.0,33.607142857142854,11.985606447099867,False,3.550488599348534,1.6725068526781053
810,Glove It Women's Mod Oval Golf Glove,19.989999770000004,28,802.0,28.642857142857142,10.474711295285264,False,3.306859205776173,1.6340101017784008
818,Titleist Pro V1x Golf Balls,47.99000167999999,28,863.0,30.821428571428573,9.451841174464453,False,3.415807560137457,1.6238388798359231
821,Titleist Pro V1 High Numbers Personalized Gol,51.99000167999999,28,851.0,30.392857142857142,10.268034850084007,False,3.5136986301369864,1.72005075194788
822,Titleist Pro V1x High Numbers Golf Balls,47.99000167999999,28,800.0,28.571428571428573,8.543694107042281,False,3.660377358490566,1.5756599895014545
823,Titleist Pro V1x High Numbers Personalized Go,51.99000167999999,28,908.0,32.42857142857143,12.7872290787812,False,3.4379084967320264,1.559024770240246
825,Bridgestone e6 Straight Distance NFL Tennesse,31.989999770000015,28,805.0,28.75,10.970077146155017,False,3.6614785992217898,1.7156775243921216
828,Bridgestone e6 Straight Distance NFL San Dieg,31.989999770000015,28,906.0,32.357142857142854,9.02758852060474,False,3.503225806451613,1.6580652879209092
835,Bridgestone e6 Straight Distance NFL Carolina,31.989999770000015,28,928.0,33.142857142857146,12.146373596032339,False,3.6103896103896105,1.5517634743357582
845,Garmin Approach S4 Golf GPS Watch,299.9899902,1,36.0,36.0,,True,3.8055555555555554,1.5823932046012628
858,GolfBuddy VT3 GPS Watch,199.99000550000002,6,59.0,9.833333333333334,5.192943930629972,False,3.694915254237288,1.8500161908717
860,Bushnell Pro X7 Jolt Slope Rangefinder,599.9899902,2,11.0,5.5,2.1213203435596424,True,3.363636363636364,1.4333685689819815
885,Team Golf St. Louis Cardinals Putter Grip,24.989999770000015,28,958.0,34.214285714285715,11.412654259578586,False,3.584664536741214,1.6092743923259385
886,Team Golf San Francisco Giants Putter Grip,24.989999770000008,28,871.0,31.107142857142858,10.73360691754256,False,3.4760273972602738,1.6630533255154445
893,Team Golf Pittsburgh Steelers Putter Grip,24.989999770000015,28,887.0,31.678571428571427,10.385365670298764,False,3.477966101694915,1.5839402127247266
897,Team Golf New England Patriots Putter Grip,24.989999770000015,28,823.0,29.392857142857142,12.968164111518655,False,3.498220640569395,1.619357357455072
905,Team Golf Texas Longhorns Putter Grip,24.989999770000008,28,895.0,31.964285714285715,8.908930778665171,False,3.448160535117057,1.642500230654182
906,Team Golf Tennessee Volunteers Putter Grip,24.989999770000008,28,915.0,32.67857142857143,10.42807311993491,False,3.5,1.5932550136313828
917,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.989999770000008,28,930.0,33.214285714285715,12.982487186397433,False,3.5694915254237287,1.6703959200410667
924,Glove It Urban Brick Golf Towel,15.98999977,28,885.0,31.607142857142858,11.823828062556984,False,3.6066666666666665,1.6209195402844052
926,Glove It Imperial Golf Towel,15.98999977,28,930.0,33.214285714285715,12.254574785548586,False,3.4900662251655628,1.66602776104813
957,Diamondback Women's Serene Classic Comfort Bi,299.98001100000056,34,13729.0,403.79411764705884,71.10887061050043,False,3.498215456333309,1.6264720398838433
977,ENO Atlas Hammock Straps,29.989999770000015,28,998.0,35.642857142857146,10.705534344836114,False,3.455108359133127,1.6513678418485078
981,The North Face Women's Recon Backpack,99.0,6,181.0,30.166666666666668,15.078682524234889,False,3.456140350877193,1.536114944529548
982,insta-bed Neverflat Air Mattress,149.99000550000002,6,60.0,10.0,6.131883886702357,False,3.25,1.6735732603107396
1004,Field & Stream Sportsman 16 Gun Fire Safe,399.9800110000037,34,17325.0,509.55882352941177,90.18237117808141,False,3.502049062049062,1.6146834260261695
1014,O'Brien Men's Neoprene Life Vest,49.97999953999982,34,57803.0,1700.0882352941176,306.6617293061426,False,3.495750855010882,1.627167260861157
1059,Pelican Maverick 100X Kayak,349.98999019999985,1,40.0,40.0,,True,3.375,1.547330206914726
1073,Pelican Sunstream 100 Kayak,199.99000550000207,34,15500.0,455.88235294117646,80.60256583098534,False,3.483032258064516,1.623082926390129
1346,Sports Books ,31.079999919999985,3,405.0,135.0,157.4769824450545,True,3.3901234567901235,1.6903632612600534
1347,Baby sweater,59.08000183,3,207.0,69.0,63.50590523722971,True,3.1497584541062804,1.712826381515948
1348,CDs of rock,11.28999996000001,3,271.0,90.33333333333333,78.27089710315919,True,3.4538745387453877,1.6724050454519166
1349,Web Camera,452.04000849999875,3,592.0,197.33333333333334,327.1793595771795,True,3.3378378378378377,1.5773526368042177
1350,Children's heaters,357.1000060999995,3,652.0,217.33333333333334,271.7376185465187,True,3.607361963190184,1.604278392020529
1351,Dell Laptop,1500.0,3,442.0,147.33333333333334,181.44236917912346,True,3.615384615384616,1.601172603628618
1352,Industrial consumer electronics,252.88000489999976,3,431.0,143.66666666666666,93.52183345793289,True,3.4315545243619487,1.661976169244451
1353,Porcelain crafts,461.4800110000002,2,484.0,242.0,15.556349186104045,True,3.5785123966942147,1.5867049395093575
1354,DVDs ,164.3800048999998,3,483.0,161.0,185.5478374975036,True,3.6438923395445135,1.5531720202491304
1355,Lawn mower,532.5800171000003,3,484.0,161.33333333333334,202.08249140718087,True,3.4979338842975207,1.6323578025726049
1356,First aid kit,293.04000850000006,3,362.0,120.66666666666667,119.51708385554483,True,3.458563535911602,1.5770852642945634
1357,Men's gala suit,210.85000610000012,3,208.0,69.33333333333333,94.52160246913577,True,3.423076923076923,1.6546950195068653
1358,Rock music,260.6499938999998,3,434.0,144.66666666666666,145.0011494207316,True,3.4838709677419355,1.6143031993215955
1359,Adult dog supplies,84.40000152999998,3,492.0,164.0,71.12664760833313,True,3.388211382113821,1.656224220345046
1360,Smart watch ,327.75,2,357.0,178.5,47.37615433949868,True,3.4901960784313726,1.629447833575573
1361,Toys ,11.53999995999996,2,529.0,264.5,16.263455967290593,True,3.5179584120982987,1.6049635339274435
1362,Fighting video games,39.75,2,838.0,419.0,270.1147904132612,True,3.590692124105012,1.6295535955073237
1363,Summer dresses,215.82000729999993,2,650.0,325.0,74.95331880577403,True,3.5384615384615383,1.6437482353542756
